id,listing_url,name,space,host_name,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_since,street,city,state,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,price,number_of_reviews
14420354,https://www.airbnb.com/rooms/14420354,Beautiful 2BR Condo in Perfect Boston Location 6W2,Located in Downtown Boston! WE HAVE SEVERAL PROPERTIES IN THIS BUILDING AND THROUGHOUT BOSTON. | Call 24/7 or visit the Stay Alfred website to book or to learn more about all of our Boston Vacation Rentals! | Experience downtown Boston’s finest in location and amenities! The stunning 660 Washington building features 9 ft. ceilings over sized windows and upscale kitchens in every condo. The property also boasts a plethora of on-site amenities such as a heated indoor pool state-of-the-art business and fitness centers and a 24 hour concierge. | 660 Washington is located at the corner of Washington and Beach Street. In the heart of the theater district you’ll find the city’s hottest dining shopping and entertainment all within easy walking distance. Or if you want to see more of the city Orange and Green T-stops and South Station are a short walk away. It’s the perfect home base for exploring Boston! | 660 Washington | -2 bedrooms with a king bed and a queen bed and a pull-out sof,Stay Alfred,Spokane Washington United States,within an hour,100%,36%,false,2013-02-04,Washington Street Boston MA 02116 United States,Boston,MA,2116,Apartment,Entire home/apt,5,2.0,2,11900,0
12986016,https://www.airbnb.com/rooms/12986016,Lux 1BR in Chinatown w/WiFi Gym,At this amazing property apartments are stylish with immaculate details and finishing touches. In addition to the spacious layouts these apartments feature a washer/dryer in unit central air high speed internet access and gorgeous large windows which brighten the apartment with lots of natural sunlight. Property amenities include: • Living room lobby • Balcony lounge • Coffee bar • Health club • Study lounge • Conference room • In unit washer/dryer The private bedroom features a deluxe Queen bed with our indulgent custom linens fluffy duvet and plush pillows two night tables with lamps clock radio dresser and very spacious walk-in closets.  The Living Room includes a sofa with pullout bed club chair an entertainment center with a flat panel LCD TV DVD/VCR player CD stereo system a dining area with seating for four and a work desk with lamp and your choice of wired or wireless Internet access.  The gourmet kitchen includes granite counter-tops and full size stainless stee,Mike,New York New York United States,within a few hours,96%,68%,false,2013-10-14,Kneeland Street Boston MA 02111 United States,Boston,MA,2111,Apartment,Entire home/apt,3,1.0,1,19900,1
10262069,https://www.airbnb.com/rooms/10262069,Boston Lux 2BR Apt. + Yoga Studio,B(PHONE NUMBER HIDDEN),Kara,US,within a few hours,98%,55%,false,2015-03-30,Kneeland Street Boston MA 02111 United States,Boston,MA,2111,Apartment,Entire home/apt,5,2.0,2,31900,0
13762650,https://www.airbnb.com/rooms/13762650,Lux 1BR in Chinatown w/WiFi Gym,At this amazing property apartments are stylish with immaculate details and finishing touches. In addition to the spacious layouts these apartments feature a washer/dryer in unit central air high speed internet access and gorgeous large windows which brighten the apartment with lots of natural sunlight. Property amenities include: • Living room lobby • Balcony lounge • Coffee bar • Health club • Study lounge • Conference room • In unit washer/dryer The private bedroom features a deluxe Queen bed with our indulgent custom linens fluffy duvet and plush pillows two night tables with lamps clock radio dresser and very spacious walk-in closets.  The Living Room includes a sofa with pullout bed club chair an entertainment center with a flat panel LCD TV DVD/VCR player CD stereo system a dining area with seating for four and a work desk with lamp and your choice of wired or wireless Internet access.  The gourmet kitchen includes granite counter-tops and full size stainless stee,Mike,New York New York United States,within a few hours,96%,68%,false,2013-10-14,Kneeland Street Boston MA 02111 United States,Boston,MA,2111,Apartment,Entire home/apt,3,1.0,1,19900,0
10117329,https://www.airbnb.com/rooms/10117329,LUX Boston 2BR Apt. Logan Airport,1 Bed 1 Bath Sleeps 3 This apartment is perfectly located between Boston’s Financial District and Theater District.  Situated right in the heart of Boston overlooking the beautiful skyline the building’s newly constructed fully furnished luxury apartments are beyond compare. Whether you are looking for a relaxing swim in the 25-yard indoor infinity pool or attending to business in the Internet Café these apartments have it all. On top of the five-star amenities inside the building walk right outside and experience true Bostonian city life. Downtown Crossing is home to the historical Freedom Trail over 100 restaurants 500 retailers bars nightclubs and different cultural events. Planning to explore Boston or beyond? This fantastic location is just steps from the Orange and Green T-stops South Station Terminal I-90 and Logan International Airport. The ease that comes with our 24 hour check in and concierge service parking garage as well as unparalleled on-site amenities,Kara,US,within a few hours,98%,55%,false,2015-03-30,Washington Street Boston MA 02116 United States,Boston,MA,2116,Apartment,Entire home/apt,5,2.0,2,29900,2
721979,https://www.airbnb.com/rooms/721979,[1168-2C]Elegant 2BRs - Downtown Boston,Beautifully Furnished 2 Bedroom apartments in a brand new luxury high-rise. Apartment Features: Washer/Dryer In Unit Granite kitchen countertops Dishwasher in unit Walk-in closets Disposal Tile flooring Gourmet kitchens with granite countertops Central heat and air conditioning Hardwood floors High ceilings Spacious floor plans Building Features: New building 28 floor Hi-Rise Full time Concierge 24-hour Doorman Swimming pool Business center Fitness center Cats allowed (fee) ATM Cardio Theater Storage Dry cleaning valet service Housekeeping service available 24-hour attended front desk Gaming lounge Near Theatre district Complimentary: Digital Cable High speed internet access Local phone service Utilities included with cap Wireless Internet *** Each suite is unique and the photos shown are representative of available units. Specific suites and furnishings cannot be guaranteed. NOTE**Short-term rental rates vary by season length of stay City events and property census—very much like h,Seamless,US,within a few hours,89%,45%,false,2009-07-10,Washington Street Boston MA 02111 United States,Boston,MA,2111,Apartment,Entire home/apt,4,2.0,2,34900,7
13445221,https://www.airbnb.com/rooms/13445221,Great 2 bedrooms 2 baths North End (M-G2),A rare find!  Brand new two bedrooms apartment with two bathrooms renovated  It's on a quiet Italian style street on the same block as Paul Revere house near the Sacred Heart Church and Sun Court.  An amazing location just a minute's walk to Fanuil Hall Quincy Market and the Freedom Trail. Can accommodate 4 guests.  Master bedroom with a queen size bed and 2nd bedroom with two twin beds.   It has a small  kitchenette / dining area and a washer and dryer in the unit.  Amenities include high speed Internet cable phone TV DVD A/C linens and towels.   $95 cleaning fee (waived with a 5-night minimum stay).  $25 per person per day over 4 guests.  New photos will be posted soon.,Dror,New York New York United States,within an hour,100%,100%,false,2013-03-22,Moon Street Boston MA 02113 United States,Boston,MA,2113,Apartment,Entire home/apt,4,2.0,2,29900,1
13059,https://www.airbnb.com/rooms/13059,White Elephant Inn - Downtown!,The White Elephant Floating Inn is a one-of-a-kind wooden houseboat lovingly built from scratch on a steel hull by a single person over a period of about five years. It features beautifully finished wood paneled walls exposed wood beams and inlaid hardwood floors. The main stateroom features a custom-built king size platform bed with headboard two large closets and hexagonal stained-glass windows.Extra guests can be accommodated by a queen size sleep sofa and an inflatable Aerobed located in the main salon. In addition we have just built two more private staterooms upstairs with a queen bed in oneand a full bed and two twin beds in the other. Separating these two rooms is the additional bathroom on the second level of the boat. Unlike your typical boat both bathrooms have residential size stand up showers and the downstairs bathroom bathroom includes a brass sink sunk in a slab of redwood! The kitchen includes a full-size fridge stove microwave toaster coffee maker and plenty,SleepAfloat,Boston Massachusetts United States,within an hour,100%,19%,false,2009-11-02,Atlantic Avenue Boston MA 02110 United States,Boston,MA,2110,Boat,Entire home/apt,10,2.0,3,37500,13
369880,https://www.airbnb.com/rooms/369880,North End Boston Studio Condo,An excellent alternative to pricey hotels our fully-furnished North End fourth floor walk-up condo has been refurbished to the highest standards while maintaining the charm. It has a kitchen with granite countertops where you can prepare a complete meal. The full-size bathroom with tile tub/shower and tile floors has a granite-topped vanity. The floors in the remainder of the unit are refinished oak. Our furniture includes a very comfortable Queen Murphy bed with a new Tempur-Pedic mattress a full sleeper sofa with a memory foam mattress a dining table for two and a wall mounted 32-inch plasma TV plus DVD player. There is cable tv wireless internet and unlimited long distance calls to the USA Canada and Puerto Rico. The unit is very clean and well-maintained. Iron ironing board alarm clock radio a child's pack and play and hair dryer are provided. This condo is perfect for 2 adults and 2 small children.,Carlos And Cheryl,Tallahassee Florida United States,within an hour,100%,100%,false,2012-02-01,Henchman St Boston MA 02113 United States,Boston,MA,2113,Apartment,Entire home/apt,4,1.0,1,14000,16
822063,https://www.airbnb.com/rooms/822063,Couch perfect for short stay!,If you are looking for an affordable place to spend a night or two in Boston than this is the perfect place for you.  You will have access to the kitchen and bathroom and will be staying on our pull out couch located in the living room!,Heather,US,N/A,N/A,N/A,false,2012-11-13,Salem St Boston MA 02113 United States,Boston,MA,2113,Apartment,Shared room,1,,1,3500,0
12826145,https://www.airbnb.com/rooms/12826145,Spacious 2 story home in Boston's North End,You will have your own bedroom with cable TV plenty of drawer and closet space and the shared bathroom and shower.,Will,Boston Massachusetts United States,within a few hours,93%,89%,false,2015-06-13,North Street Boston MA 02113 United States,Boston,MA,2113,Apartment,Private room,2,1.0,1,15900,4
9834727,https://www.airbnb.com/rooms/9834727,"Boston's North End-\"Little Italy\"",Steps from world class dining boutiques Faneuil Hall The Old North Church the waterfront the financial disctrict and the Freedom Trail or cast off the world and retreat to your kitchen and make yourself an authentic Italian meal with fresh local ingredients from one of the nearby Salumerias. We've left some of our favorite family recipes in the kitchen for you!,Richard,Boston Massachusetts United States,within a day,100%,100%,false,2015-12-06,Noyes Place Boston MA 02113 United States,Boston,MA,2113,Condominium,Entire home/apt,2,1.0,1,15000,16
14204600,https://www.airbnb.com/rooms/14204600,North End 2 BR | 1 BA Duplex in Little Italy,-  Just renovated 2 bedroom / 1 bathroom plus a spacious living room and brand-new open kitchen spread across 850 Sqft and 2 floors.  The two bedrooms are located in the basement and everything else is on the first / ground floor. - Located on Henchman Street in Boston's historic North End on a quiet one-way street (cross streets are Charter St and Commercial St). - The condo is located on the 1st floor and basement of a historic brownstone with its own private entrance.  - Our very comfortable well-appointed two-bedroom condo features a brand new kitchen brand new bathroom stainless steel appliances and brand-new hardwood floors throughout. CONDO DETAILS: -  MASTER BEDROOM features a queen size bed shades two nightstands a dresser a spacious closet and a central A/C unit.  Please note the window does not really have a view. - SECOND BEDROOM features a queen size bed two nightstands a spacious closet and a central A/C unit.  Please note this bedroom does not have a windo,Jason,Boston Massachusetts United States,within an hour,100%,99%,true,2013-10-13,Henchman Street Boston MA 02113 United States,Boston,MA,2113,Apartment,Entire home/apt,6,1.0,2,32000,7
4553903,https://www.airbnb.com/rooms/4553903,Stunning Luxury North End Loft!,The unit is large impeccably clean and every attention to detail has been paid. The bedroom features an ultra-comfortable Tempur-pedic and feather bed accommodating up to 2 guests. An additional queen sized air mattress can be set up in part of the common space to accommodate up to 2 additional guests.   There is also wifi and a flat screen television with cable.,Franklin,Boston Massachusetts United States,within an hour,100%,100%,false,2013-12-27,North Washington Street Boston MA 02114 United States,Boston,MA,2114,Apartment,Entire home/apt,3,1.0,1,12500,140
916123,https://www.airbnb.com/rooms/916123,Old North Parlor Flat on the Court,"It's all yours in the North End! -- spacious parlor level apartment right on the Freedom Trail in the heart of the North End a short walk to all of downtown.  Lose yourself in our biggest Little Italy and feel Colonial history right at your doorstep--wake up with your very own view of the steeple of Old North Church.    The North End aside you can walk in only a couple minutes to the nearest T stations: Haymarket North Station and Aquarium.  Beacon Hill Downtown Financial and Theater Districts and Chinatown are only 10-15 minutes walk.  Remember too you're only 2 blocks from the Harbor. The apartment has a complete kitchen and bath and is private to you during your stay a queen size bed near the hearth desk and things you might well need like iron & board hairdryer etc.--and of course free WiFi.   After more than two years of hosting on Airbnb I'm delighted to be making this new North End apartment available.  If this one's not available for your dates be sure to check \"",Jose/Jason,Boston Massachusetts United States,within an hour,100%,100%,false,2012-09-21,Hull Street Court Boston MA 02113 United States,Boston,MA,2113,Apartment,Entire home/apt,2,1.0,1,12500,281
10779412,https://www.airbnb.com/rooms/10779412,Boston North End Enchanted  Cottage,TEN 5 star reviews from my guests can be (EMAIL HIDDEN) (PHONE NUMBER HIDDEN)/ Comfortable charming  unique and perfect.   Located in the heart of Boston's historic North End this single cottage intentionally flooded with natural light from the skylights was originally used as a sculptor's studio before the turn of the last century.   For the past 95 years this property has been one of the most lovable residences in the North End.   The kitchen and bath are very stylish and luxurious.  The living room is old world with rough pine paneling and brick fireplace.  The dining area seats four and the living area has a double recliner an antique rocking chair and a smart 40 inch cable TV with supplied internet and WIFI . The cast iron spiral stairway takes you to the cozy bedroom loft which looks out into the stars through the skylights.  The bedroom loft has a queen size bed a laptop work desk and a large dresser. Outside on the patio there is a table with umbrella and chairs where,Joseph And Sue,Milton Massachusetts United States,within a few hours,100%,100%,false,2015-03-23,Snow Hill Street Boston MA 02113 United States,Boston,MA,2113,House,Entire home/apt,2,1.0,1,17100,0
5782221,https://www.airbnb.com/rooms/5782221,"\"La Gemma\" - a gem in the North End",Tucked away in a quiet courtyard just steps from the Old North Church and Boston's historic North End. An unbeatable location to access the dynamic city of Boston. This oasis has been our home for years and we are thrilled to share its comfortable fresh space. The condo is fully equipped with the comforts of home. Go down to the corner of Salem and Prince Street and pick up bread from the local bakery Parzielle and sausage and cheese from the salumeria Monica's then enjoy a glass of wine in our newly renovated kitchen. As all genuine Italian homes our kitchen always has good olive oil and spices available to spruce up your goodies.   Our quaint 2 bedroom is simply decorated to maintain an easy immaculate feel. In true North End form a spiral stair case connects the kitchen/living room to the bedrooms providing a sense of space and privacy. With the T Boston's public subway system only a stroll away all of Boston is reachable without a car. Harvard MIT Boston College BU a,Gina,Boston Massachusetts United States,within a few hours,100%,94%,true,2014-07-21,Goodridge Court Boston MA 02113 United States,Boston,MA,2113,Apartment,Entire home/apt,4,1.5,2,28500,57
13744821,https://www.airbnb.com/rooms/13744821,2BR/2ba Large North End perfect location!,This space is the perfect spot to call home base for a weekend in Boston! We are so lucky to have such an ideal location in the city - and hope that you will enjoy all that this clean spacious and comfortable space has to offer! The North End is an amazing neighborhood filled with restaurants small shops and cafes - you can't beat it's charm and will find it's historical landmarks just around the corner! Paul Revere's house the Old North Church and the Freedom Trail are all just blocks away. While there is so much to be seen in the neighborhood you will find exploring the rest of the city incredibly accessible from our location! Faneiul Hall and Quincy Market are both a short walk away (less than 10 minutes) and you can find yourself in the Boston Common or shopping on Newbury Street in just a 15 minute walk or short ride on the train! You will be pleased to find a comfortable fully furnished and equipped space to call home for your stay! Each bedroom has a comfortable que,Sue,Boston Massachusetts United States,within an hour,80%,100%,false,2012-03-31,Salem Street Boston MA 02113 United States,Boston,MA,2113,Apartment,Entire home/apt,5,2.0,2,40000,8
12221012,https://www.airbnb.com/rooms/12221012,Family Friendly North End 2BR,This exposed brick and beam 2BR is located on the first floor for easy access and is very baby/child friendly.  The apartment includes 2 queen sized beds.  The second bedroom also includes a crib and changing table.  The kitchen and bathroom includes all modern conveniences to make you feel at home. Full living room with flat screen TV/Cable and a dining area that can seat the whole family. The apartment is located on quiet tree lined historic Fulton Street.  Two blocks from the main drag in the North End Hanover St. and just two blocks from the water and Christopher Columbus Park. For those traveling with small children we have everything you would need including but not limited to: high chair change table crib sound machine and tons of toys and books.,Zachary,Boston Massachusetts United States,within a day,100%,100%,false,2015-02-22,Fulton Street Boston MA 02109 United States,Boston,MA,2109,Apartment,Entire home/apt,4,1.0,2,40000,6
2898226,https://www.airbnb.com/rooms/2898226,Modern North End 1BR Apartment,State-of-the-art one bedroom apartment with all new appliances and home theatre.  Perfect location in the beautiful North End - just minutes away from Hanover street Faneuil Hall Aquarium and parks. This stunning apartment consists of a bedroom bathroom and main living area.  The couch in the main living area is a pull out.  Can comfortable fit two couples or a small family.,Benjamin,Sydney New South Wales Australia,within an hour,100%,100%,false,2013-12-19,Commercial Street Boston MA 02109 United States,Boston,MA,2109,Apartment,Entire home/apt,3,1.0,1,21000,130
12843196,https://www.airbnb.com/rooms/12843196,North End Gem,We have a cozy and well located apartment. Our apartment has two floors first floor has a bedroom with 2 twin beds with a closetliving/dining room/Kitchen with a half bath. Second floor has a second living room computer desk  full bath with Jacuzzi  bar and a laundry room that you may use.,Daniele,Boston Massachusetts United States,within an hour,100%,93%,false,2016-04-09,Cooper Street Boston MA 02113 United States,Boston,MA,2113,Apartment,Entire home/apt,8,1.5,1,35000,2
13478348,https://www.airbnb.com/rooms/13478348,Cozy 2BD North End apt,Directly in the center of town you are close to everything without having to compromise comfort or safety.  Should be noted that we have a small dog just in case you have allergies.  Queen sized bed in bedroom with a tv. The couch is not a pull-out but is big enough for any sized person to sleep on (with clean sheets blanket and pillows of course!) Washer and Dryer in unit. Detergent and dryer sheets provided.  The apartment is on the first floor but above street level no one waking by can look into the Windows but it does pick up some outside noise.,Rebecca,Boston Massachusetts United States,within a few hours,100%,68%,false,2016-06-10,Cooper Street Boston MA 02113 United States,Boston,MA,2113,Apartment,Entire home/apt,3,1.0,2,18200,10
12269155,https://www.airbnb.com/rooms/12269155,Boston Apartment (North End),Excellent view proximity to the city walking distance to hundreds of restaurants and shops. 2 minute walk to train and bus stop. 10-15 minute drive from Logan airport.,Richard,US,within an hour,100%,100%,true,2016-04-06,Cooper Street Boston MA 02113 United States,Boston,MA,2113,Apartment,Entire home/apt,2,1.0,1,20000,55
13107648,https://www.airbnb.com/rooms/13107648,Private Queen room and Loft with 2 single beds,Our space is unique in that the guest room is not located in our apartment. It's set up like an efficiency studio with a semi-private bathroom just a half set of stairs from the guest room. It sleeps 4 including the loft. We have 2 Airbnb guest rooms and they share the bath.  If you plan to book through a Sunday there is a service on a separate floor and attendees are in the building from 9:30am-1pm. The guest bathroom is open to the attendees as well during theses times.  This has not seemed to be much of a problem as most guests are up and out by then sight seeing etc.,Beth,Boston Massachusetts United States,within a few hours,100%,100%,true,2015-10-16,Salutation Street Boston MA 02109 United States,Boston,MA,2109,House,Private room,4,1.0,1,12000,19
2831504,https://www.airbnb.com/rooms/2831504,Yknot - Fabulous Rental on Water!,Yknot stay aboard this beautiful yacht in downtown Boston! Roomy enough to host the entire family this 36ft Carver features 2 private staterooms a spacious main salon full galley kitchen with convertible dinette 2 bathrooms with stand up showers a covered aft deck with room for entertaining and a spot up on top with amazing waterfront views.  The master cabin offers comfortable accommodations with a full bed a private bathroom with shower. The comfortable main salon offers a spacious sleeper sofa and a covertible dinette in the galley for additional sleeping areas or just a spot to hang out. More than you'll get with a hotel room Yknot features a galley kitchen with a mini refrigerator microwave electric stove oven and cooking utensils. We've got everything you need for prepping meals and mixing cocktails. Features: Master bedroom with double bed Stateroom with two twin beds Main salon with sleeper sofa (sleeps 2) Dining area with seating for 4 at table (converts to full bed,SleepAfloat,Boston Massachusetts United States,within an hour,100%,19%,false,2009-11-02,Atlantic Avenue Boston MA 02110 United States,Boston,MA,2110,Boat,Entire home/apt,6,2.0,2,42500,2
2842124,https://www.airbnb.com/rooms/2842124,Charming 1-bedroom in the North End,Beautiful space with high ceilings and views of downtown from the living room and direct views of Old North Church from the bedroom.,Peter,Boston Massachusetts United States,within an hour,100%,100%,false,2014-02-17,Thacher Street Boston MA 02113 United States,Boston,MA,2113,Apartment,Entire home/apt,3,1.0,1,15000,33
14282764,https://www.airbnb.com/rooms/14282764,Heart of Historic North End,This is a nice 1 bedroom apartment located on the top floor and  overlooking a historic landmark.  The building is a bit older and does not have an elevator - the apartment is on the 5th floor.  There is no wifi or cable but a DVD player and a tv are available for you to use.  There is an AC unit in the bedroom to keep you cool but the AC in living room does not work. Sorry no parties no smoking.   This is right in the middle of a historic area.  Sadly the pilgrims didn't plan for parking. Street parking is dense overpacked and is mostly reserved for residents.  There are a couple of public garages close by and those average $35+ for overnight parking.,Paulina,Boston Massachusetts United States,within an hour,100%,56%,false,2011-06-01,Salem Street Boston MA 02113 United States,Boston,MA,2113,Apartment,Entire home/apt,4,1.0,1,14900,3
13709092,https://www.airbnb.com/rooms/13709092,Spacious & private in the heart of the north end,Private outside patio in the North End right on Hanover Street in the middle of everything!,Jeff,Boston Massachusetts United States,within an hour,100%,100%,false,2016-04-03,Hanover Street Boston MA 02113 United States,Boston,MA,2113,Apartment,Entire home/apt,2,1.0,0,11500,4
9858828,https://www.airbnb.com/rooms/9858828,North End Oasis,Entire apartment to yourself and the location is amazing.,Sean,Boston Massachusetts United States,within a few hours,90%,100%,false,2015-12-07,Stillman Street Boston MA 02113 United States,Boston,MA,2113,Apartment,Entire home/apt,2,1.0,0,15000,22
11924459,https://www.airbnb.com/rooms/11924459,Beth's Place feel at home.,Our guest room is a private room with a queen bed.  There is an efficiency type set up in your room with a mini frig microwave Keurig with assorted coffees and teas toaster electric kettle iron and board and blow dryer. The room is separate from our apartment which is on site. There is a common living room/cafe area just outside the room to relax or do business. The semi-private bathroom is a few doors down from the guest room. If quiet and privacy is what you seek this will work well for you.,Beth,Boston Massachusetts United States,within a few hours,100%,100%,true,2015-10-16,Salutation Street Boston MA 02109 United States,Boston,MA,2109,House,Private room,2,1.0,1,11000,41
766700,https://www.airbnb.com/rooms/766700,Under the Light of Old North Church,"All to yourself a light filled and spacious one bedroom apartment right on the Freedom Trail in the heart of the North End a short walk to all of downtown.  Lose yourself in our biggest Little Italy and feel Colonial history right at your doorstep--wake up with your very own view of the steeple of Old North Church.    The North End aside you can walk in only a couple minutes to the nearest T stations: Haymarket North Station and Aquarium.  Beacon Hill Downtown Financial and Theater Districts and Chinatown are only 10-15 minutes walk.  Remember too you're only 2 blocks from the Harbor. The apartment has a complete and renovated kitchen and bath and is private to you during your stay a queen bed desk and things you might well need like iron & board hairdryer etc.--and of course free WiFi.   After more than two years of hosting on Airbnb I'm delighted to be making this new North End apartment available.  If this one's not available for your dates be sure to check \"Best Cozy",Jose/Jason,Boston Massachusetts United States,within an hour,100%,100%,false,2012-09-21,Hull Street Court Boston MA 02113 United States,Boston,MA,2113,Apartment,Entire home/apt,2,1.0,1,12500,244
13005579,https://www.airbnb.com/rooms/13005579,New renovation on the Freedom Trail,Newly renovated in 2016. All new furnishings have been purchased. The unit has been beautifully decorated with all the amenities of home. Located Incredibly close to the best entertainment business and tourist attractions in the city. It is an outstanding property. Prior to our guests' arrival the apartment is thoroughly cleaned by professional crew and freshly furnished with clean bed linens bath towels hand towels paper towels toilet paper soaps shampoo and conditioner. We have sought to ensure that our guests have everything they may need to enjoy their stay in Boston. The apartment is fully equipped with the following: - Toaster - Coffee maker - Tea pot - Utensils dinnerware glasses and mugs - Cooking knife - Cutting boards - Pots and Pans - Can opener and bottle opener - Iron and ironing board - Scissors - Hair dryer - Dishwasher detergent - Laundry detergent - Sponges and dish soap In addition our guests are greeted with a welcome package of fruit and nut bars popco,Bill,US,within an hour,100%,96%,true,2016-05-11,Hanover Street Boston MA 02109 United States,Boston,MA,2109,Apartment,Entire home/apt,4,1.0,2,31000,22
4304969,https://www.airbnb.com/rooms/4304969,Designer 1BR North End Modern Cove,This is a designer's 1BR apt with all the amenities of a 4 1/2 star hotel. This apartment is located in the heart of Boston's North End. Steps away from MGH Waterfront Restaurants and Cafe's on Hanover & Salem Streets. You'll have Private Access to entire apt with central air heat LCD TV with HBO fully stocked kitchen with Microwave. The neighborhood is one of the most convenient and safe locations in all of Boston. Boston Common 15min walk Prudential Center 20min walk NE Acquarium 15min walk MGH 15min walk Train/Bus 7min walk Waterfront 5min walk Whole Foods 15min walk Mike's Pastry (& Restaurants) 1/2 block The bus and train station is a few blocks away. But honestly you'll hardly need it as everything is so close by...feel free to ask. Just ask and I'll be happy to help!,James,Boston Massachusetts United States,within an hour,100%,99%,false,2012-02-08,Prince Street Boston MA 02113 United States,Boston,MA,2113,Apartment,Entire home/apt,4,1.0,1,15900,135
2943804,https://www.airbnb.com/rooms/2943804,Yacht Rental Lola Downtown Boston!,This 2 bedroom aft cabin motor yacht is the perfect way to spend time in the city!  A truly unique rental this boat is spacious enough to sleep 4-5 with plenty of room to spread out.  Don't miss experiencing life on the water right in the heart of downtown Boston! Features: Master bedroom with double bed flatscreen cable TV and ensuite bathroom. Stateroom with full bed and ensuite half bath. Main salon with futon that Convertible dinette with seating for 6 at table (converts to double bed) Full galley kitchen with mini refrigerator microwave sink electric stovetop Aft deck with lounge furniture and waterfront views Fully heated and air conditioned Amenities: Linens and bath towels Soaps and shampoo Cookware cutlery and dishware Free Wifi The Experience: The boat is docked in a secure marina locked by a gate.  Only those with the key can pass through the gate. The waters are generally calm in this area  but there can be some occasional movement during the day when boats pass by. A,SleepAfloat,Boston Massachusetts United States,within an hour,100%,19%,false,2009-11-02,Atlantic Avenue Boston MA 02110 United States,Boston,MA,2110,Boat,Entire home/apt,5,1.5,2,19000,7
11922134,https://www.airbnb.com/rooms/11922134,"Boston's favorite \"Little Italy\"",The space is a bright one flight up apartment in the heart of Boston's Little Italy . Perfect 3 room private apartment in the heart of Boston. The North End is minutes from downtown Boston  Faneuil Hall Freedom Trail and many restaurants  pastry shops and much more . Safest neighborhood in Boston. As they say in real estate . Location Location  Location!!!!  Sleeps up to four . Queen size bed and futon with full mattress . But ideal for couples.  Although sleeps two couples you don't have private rooms because no doors on the bedrooms and living room . So it can sleep 4 comfortably but it's better suited for couples. Also I read a review about place smelling like smoke . Unfortunately I can't stop people from smoking inside apartment even though it's a non-smoking building . Someone may have smoked in apartment that day and smell may have gotten on a comforter or something but since then I make extra sure that the apartment doesn't smell like smoke ever . Also air conditioner was b,Anthony,Boston Massachusetts United States,within a few hours,85%,95%,false,2014-12-19,Cooper Street Boston MA 02113 United States,Boston,MA,2113,Apartment,Entire home/apt,4,1.0,1,16500,36
815639,https://www.airbnb.com/rooms/815639,MedaevalModernHaven in the NorthEnd,A real North End studio apartment open and newly renovated but that's kept all its early 19th-century elements.  Exposed heavy timber structure to look up at on the ceiling from ca. 1830 thick brick walls and a brick oven with original cast iron hardware.  Situated on the first floor the haven is easy in easy out even with lots of luggage gets breeze through in the summer and is cozy in winter.  Efficient kitchenette and a top-notch all-new bathroom.  Tucked away on a pedestrian street this is hotel quality with a context the hotels just can't touch.  All furniture is either handcrafted by me of reclaimed hardwood or is a period piece.  Heating is quiet and controllable by thermostat so you'll be in control as the weather changes.  In the same location as two of my other listings I'm around often and attentive to my North End guests if you need assistance.  Besides being a fantastic location for touring all of central Boston's historic sites you're also a short walk from Blue,Jose/Jason,Boston Massachusetts United States,within an hour,100%,100%,false,2012-09-21,Hull St Ct Boston MA 02113 United States,Boston,MA,2113,Apartment,Entire home/apt,2,1.0,1,12500,281
6089865,https://www.airbnb.com/rooms/6089865,Modern Flat on freedomTrail Apt.,"All to yourself a light filled and spacious one bedroom apartment right on the Freedom Trail in the heart of the North End a short walk to all of downtown.  Lose yourself in our biggest Little Italy and feel Colonial history right at your doorstep--wake up with your very own view of the steeple of Old North Church.    The North End aside you can walk in only a couple minutes to the nearest T stations: Haymarket North Station and Aquarium.  Beacon Hill Downtown Financial and Theater Districts and Chinatown are only 10-15 minutes walk.  Remember too you're only 2 blocks from the Harbor. The apartment has a complete and renovated kitchen and bath and is private to you during your stay a queen bed desk and things you might well need like iron & board hairdryer etc.--and of course free WiFi.   After more than two years of hosting on Airbnb I'm delighted to be making this new North End apartment available.  If this one's not available for your dates be sure to check \"Best Cozy",Jose/Jason,Boston Massachusetts United States,within an hour,100%,100%,false,2012-09-21,Hull Street Court Boston MA 02113 United States,Boston,MA,2113,Apartment,Entire home/apt,2,1.0,1,12500,120
2633478,https://www.airbnb.com/rooms/2633478,Sleep on a Houseboat in Downtown!,Vacations should be about fun and what could be more fun than a vacation on a houseboat! Located in Downtown Boston SleepAfloat managed houseboat Taurus is the most unique vaction rental around.  And the best part is it's only steps away from the city's most popular attractions! Features:     1 full sized bed in the stern     2 double beds in the underberth (ceiling 2.5ft high)     Main salon with loveseat flatscreen TV and breakfast bar with seating for 2     Galley kitchen with refrigerator microwave sink and stove.     Bathroom with stand up shower toilet and vanity     Outside deck with lounge furniture electric grill and city views     Fully heated and air conditioned Amenities:     Linens and bath towels     Soaps and shampoo     Cookware cutlery and dishware     Coffee     Free Wifi Transportation:     Short walk to Aquarium Haymark North Station and Government Center subway stations     Parking is $25/day at the marina Location: Conveniently located in the heart of do,SleepAfloat,Boston Massachusetts United States,within an hour,100%,19%,false,2009-11-02,Atlantic Avenue Boston MA 02110 United States,Boston,MA,2110,Boat,Entire home/apt,4,1.0,2,21200,12
